source1_entity_id	candidate_entity_ids
S1-868373328	S2-248623275,S2-886732759,S2-241597356,S2-926306741,S2-835818742,S2-1580600,S2-593087219,S2-280283783,S2-714951069,S2-470637695,S2-447193305,S2-11319913,S2-931216863,S2-26009810,S2-144501049,S2-359721946,S2-109990218,S2-199985198,S2-411777526,S2-115173599,S2-365520118,S2-786624332,S2-246526517,S3-351951043,S3-598581318,S3-544576653,S3-618775169,S3-178326378,S3-809548655,S3-117697560,S3-496783394,S3-751856917,S3-151188313,S3-135859878,S3-958652580,S3-736975539,S3-466976187,S3-771466626,S3-65447535,S3-632305304,S3-143500061,S3-204894745,S3-901802511
S1-812296088	S2-980677142,S3-747404421,S3-524213131,S3-285414928,S3-48729016,S3-54416550,S3-259830163,S2-458748624,S2-503743087,S2-630817745,S2-555109544,S2-392517361,S2-79176894,S2-763297131,S2-511949204,S2-790721932,S2-619206913,S2-362270885,S2-697016349,S2-326645415,S2-648315381,S2-992710767,S2-340859963,S2-490403748,S2-285825534,S2-382336414,S2-858960537,S2-479837720,S2-35649370,S2-299608459,S2-589923143,S2-913717159,S2-456013037,S2-177058161,S2-253220938,S2-419415978,S3-351490610,S3-749812011,S3-144519911,S3-32557122,S3-485591426,S3-704847108,S3-135262039,S3-846130008,S3-203676552,S3-943208361,S3-38254327,S3-302904378,S3-803970290,S3-39381225,S3-135912001,S3-447436621,S3-639769267,S3-866786428,S3-787742679,S3-209393929,S3-754142148,S3-192889875,S3-605632863,S3-478709719
S1-180767191	S2-328410874,S3-419014403,S3-369815822,S3-952791030,S3-383026158,S3-19730991,S3-64778541,S2-110404819,S2-617430166,S2-985193245,S2-148150788,S2-30057995,S2-555361369,S2-619553887,S2-500783784,S2-777634239,S2-654559500,S2-464785278,S2-352229103,S2-800983404,S2-25376749,S2-337600574,S2-315514001,S2-967214309,S2-392237957,S2-824384473,S2-445353560,S2-135914417,S2-127140368,S2-752587872,S2-994410776,S2-149992471,S2-479973625,S2-738260473,S2-386947368,S2-959396726,S2-334735570,S2-869711025,S2-248283152,S2-304294154,S2-814072692,S2-979589820,S2-122733151,S2-59710436,S2-437309012,S2-930480225,S2-271417262,S2-297281647,S2-766502536,S2-573755826,S2-263706021,S2-125174623,S2-215450394,S2-160774807,S2-588823430,S2-475709671,S3-858397119,S3-174726137,S3-29497546,S3-974132762
S1-834900493	S2-331478408,S2-95733093,S3-971808781,S2-849774720,S2-21788191,S2-846968355,S2-73263989,S2-507854738,S3-435090865,S3-515033030,S3-307805307,S3-239179285,S3-400505157,S3-272586179,S3-262541607,S3-137948956,S2-273093864,S3-22889941,S3-692833681,S2-33780658,S2-199751088,S3-616482026,S3-830236077,S2-635336330,S2-917949101,S2-37106329,S2-575664828,S2-943123814,S2-194236856,S2-593675474,S2-224020409,S2-219926911,S2-303499120,S2-561462474,S2-714453974,S2-154542082,S2-724139440,S2-36022343,S2-390816908,S2-836305610,S2-802869843,S2-427448919,S2-83098924,S2-65505929,S2-955272922,S2-14003595,S2-919782470,S2-20718976,S2-769568073,S2-138184940,S2-257520701,S2-772315657,S2-353530617,S2-770943482,S2-866793610,S2-449942819,S2-190527948,S2-915674218,S2-486005878,S3-49685889
S1-594214776	S2-235642522,S3-367605432,S3-199039662,S2-698741256,S3-727672628,S3-81635540,S2-94145774,S2-54101700,S2-671019678,S2-30931575,S2-730055337,S2-960602386,S2-212835906,S2-552232981,S2-100989007,S2-853562443,S2-164012387,S2-342141197,S2-378099609,S2-965609781,S2-24986701,S2-930942273,S2-669641587,S2-822526227,S2-253455324,S2-616525368,S2-892099405,S2-557865140,S2-466061998,S2-828021823,S2-493605859,S2-589718163,S2-298152489,S2-335644017,S2-362079222,S2-184171403,S2-315480683,S2-848714990,S2-236658994,S2-606618303,S2-670049621,S2-337949057,S2-816948200,S2-810422,S2-512816304,S2-223604666,S2-321409161,S2-817424023,S2-712050188,S2-721215346,S2-614677852,S2-509761421,S2-729731314,S2-29174208,S2-172587950,S2-415573604,S2-583547758,S2-748301307,S2-608963132,S2-809455970
S1-387498038	S2-177239124,S2-275952269,S3-340114126,S3-105192712,S3-525881598,S3-570111441,S2-886358300,S2-453422522,S2-635513246,S2-222993917,S2-676238202,S2-367590410,S2-72427123,S2-6995814,S2-720554008,S2-913284773,S2-244481094,S2-507866611,S2-74135034,S2-49522459,S2-701516449,S2-336153951,S2-885315829,S2-317888759,S2-284419786,S2-109519318,S2-796779698,S2-746318982,S2-523145874,S2-888723067,S2-405115301,S2-675707230,S2-396742033,S2-286113210,S2-511194078,S2-163515461,S2-881123036,S2-951507703,S2-236364970,S2-294753256,S2-751002944,S2-32752880,S2-391731314,S2-853304692,S2-434888557,S2-482975554,S2-393776678,S2-817991685,S2-191128100,S2-788809820,S2-736257276,S2-373404368,S2-952193665,S2-859355091,S2-867666678,S2-572713756,S2-420071358,S2-149211204,S2-981846204,S2-259193518
S1-462412290	S3-62404537,S3-724537265,S2-810859435,S2-951966228,S3-450684463,S2-730294781,S2-608761794,S2-853058328,S2-949729542,S2-799535785,S2-263212704,S2-840963972,S2-926735122,S2-517052330,S2-344185035,S2-791236419,S2-842011797,S2-632743033,S2-486211748,S2-865224901,S2-36096107,S2-838395782,S2-772759652,S2-785700047,S2-905316723,S2-438701571,S2-303854659,S2-274899707,S2-498800847,S2-645604672,S2-915906505,S2-775117013,S2-516870300,S2-37334607,S2-363411286,S2-987368197,S2-878472229,S2-489180275,S2-359606523,S2-925186565,S2-560614389,S2-999327647,S2-413660720,S2-809481888,S2-362298533,S2-185658682,S2-977132096,S2-840365395,S2-705708442,S2-965347571,S2-376162044,S2-865636403,S2-691962542,S2-791399008,S2-852703636,S2-576878239,S2-168027925,S2-707738745,S2-465265969,S2-546983027
S1-917024362	S2-999668425,S2-831669699,S2-742018880,S2-636128569,S2-871343207,S2-969436632,S2-624315738,S2-926041509,S2-301193219,S3-102933237,S3-14822821,S3-455546969,S3-466181631,S3-379167296,S3-717548751,S3-276238894,S3-383222739,S3-187512431,S2-356235629,S2-764629564,S2-217459944,S2-912213715,S2-432586978,S2-99572113,S2-922911342,S2-194651734,S2-722172803,S2-105902821,S2-755626247,S2-168649027,S2-320511730,S2-45175274,S2-36796117,S2-58806430,S2-601500153,S2-621605529,S2-672107567,S2-333544093,S2-64685501,S2-552175225,S2-929519887,S2-429270930,S2-157580114,S2-79433983,S2-89396145,S2-748777223,S2-202426419,S2-24286778,S2-257374887,S2-898195059,S2-977010769,S2-22855667,S2-606602185,S2-417626307,S2-494688754,S2-189539500,S2-613524986,S2-31831293,S2-878336146,S2-243616100
S1-560700616	S2-869188394,S2-816394664,S2-654333211,S2-790390345,S3-466523313,S3-114852655,S3-20582460,S3-704300407,S3-899167643,S2-454935153,S2-636692667,S2-437487736,S2-115864509,S2-669032045,S3-537823339,S3-775486717,S3-807320134,S3-450675261,S3-537297308,S3-943727182,S2-780734911,S2-608238234,S2-11892493,S2-800745746,S2-850798136,S3-912031507,S3-848909039,S3-742751652,S3-909128601,S3-824057037,S3-112442628,S3-117719832,S3-221711096,S2-864996509,S2-815695764,S2-716188124,S2-476350086,S2-485949780,S2-559661056,S2-566774690,S2-90530442,S2-999640762,S2-383410592,S2-6562598,S2-841286710,S2-383808468,S2-410073643,S2-392163122,S2-343490640,S2-414109268,S2-167524696,S2-976249251,S2-738255272,S2-857245135,S2-279641389,S2-860891689,S2-123287414,S3-638607909,S3-550971959,S3-670009759
S1-409728051	S3-7581219,S3-120088514,S3-809552111,S3-241710398,S2-436781854,S2-166809876,S2-260494879,S2-434336539,S2-516174026,S2-940366297,S2-191963917,S2-307656815,S2-56354930,S2-191311189,S2-712852603,S2-512188154,S2-985262675,S2-355900344,S2-766079823,S2-622177531,S2-348013081,S2-249837662,S2-882619688,S2-717773569,S2-92947617,S2-969828247,S2-606553458,S2-262986778,S2-33556559,S2-170630707,S2-2366485,S2-698402384,S2-364418703,S2-547376735,S2-835343544,S2-336098059,S2-153590190,S2-272653736,S2-129407055,S2-41442620,S2-882636372,S2-266323597,S2-624429937,S2-50782876,S2-325960122,S2-445283863,S2-566848302,S2-667315469,S2-700916170,S2-715977310,S2-575306289,S2-970133950,S2-245612075,S2-886732759,S2-544745755,S2-147440186,S2-215217934,S2-850921702,S2-658263835,S2-65541216
S1-718016225	S3-984366116,S2-566349110,S2-784098039,S2-247111633,S2-849447071,S2-384330132,S2-633558737,S2-682662242,S2-259661772,S2-720440567,S2-51704591,S2-510317334,S2-842724576,S2-278583960,S2-640729132,S2-228043275,S2-407753557,S2-666017114,S2-742386097,S2-790590354,S2-331970003,S2-491960981,S3-309891012,S3-591203506,S3-521558664,S3-968146281,S3-973876892,S3-792055991,S3-661360664,S3-980576585,S3-140098487,S3-625402147,S3-715389618,S2-785042722,S2-663700902,S2-24864501,S2-11764648,S2-739997154,S2-192816498,S2-424998513,S2-157523293,S2-805198168,S2-321339681,S2-41998724,S2-211612247,S2-429870836,S2-855556579,S2-623569663,S2-771992709,S2-641710692,S2-302631256,S2-24986701,S2-619262991,S2-552834852,S2-444064024,S2-942427084,S2-450022889,S2-194758912,S2-506830401,S2-597088527
S1-728956560	S2-875103092,S2-944210661,S2-863913658,S2-12116471,S2-667045157,S2-588335766,S2-381495092,S2-315867142,S2-783105283,S2-868266996,S2-175174881,S2-233564659,S2-88909454,S2-351264673,S2-27554063,S2-217595300,S2-443516156,S2-352478775,S2-589004691,S2-857618455,S2-391819975,S2-365495181,S2-6800173,S2-332021686,S2-384882144,S2-515441908,S2-758167460,S2-967973465,S2-596961996,S2-184662724,S2-874593443,S2-925480644,S2-805964896,S3-138799336,S3-705646106,S3-922878923,S3-702300077,S3-280574727,S3-160776850,S3-61245170,S3-657779271,S3-519046930,S3-100110726,S3-151689876,S3-429454900,S3-605361955,S3-737475762,S3-141787579,S3-715720758,S3-971756458,S3-857316495,S3-762755648,S3-990214711,S3-701251203,S3-944646538,S3-404412841,S3-447656073,S3-24013458,S3-512296338,S3-511375896
S1-345143445	S2-675843528,S2-853566489,S3-751618353,S2-884102769,S2-258360599,S2-358836213,S2-361850482,S2-87379485,S2-637049107,S2-339673955,S2-313670026,S2-242723046,S2-828148866,S2-184886106,S2-615454769,S2-454962899,S2-750899021,S2-711012416,S2-485171350,S2-365532266,S2-573402162,S2-485492188,S2-332053988,S2-549723454,S2-373251479,S2-478274795,S2-122179757,S2-831809006,S2-404008488,S2-804968290,S2-451952605,S2-679824068,S2-509041892,S2-317425164,S2-325208106,S2-573858895,S2-337906283,S2-625287883,S2-193827252,S2-521058989,S2-457216532,S2-875063830,S2-414357950,S2-128776132,S2-530812786,S2-271397167,S2-517242178,S2-637511625,S2-19547310,S2-796218886,S2-477045812,S2-142747249,S2-194974105,S2-501050170,S2-845800066,S2-51238231,S2-382209784,S2-828289710,S2-951034038,S2-3917759
S1-607166149	S3-911309497,S3-542805283,S3-304412332,S2-595491693,S2-762033087,S2-315025793,S2-330897416,S2-503689232,S2-175174881,S2-163603408,S2-788546237,S2-435801582,S2-5200233,S2-281665088,S2-240440098,S2-471973485,S2-472678093,S2-105394849,S2-912562210,S2-210302121,S2-642431132,S2-673926506,S2-837406117,S3-925964689,S3-466391807,S3-30496819,S3-945358209,S3-156546450,S3-151728754,S3-420294891,S3-386440829,S3-964394483,S3-518802336,S3-377115365,S3-895129441,S3-209344684,S3-47144835,S3-404101997,S3-2300645,S2-908017855,S2-841397307,S3-71883963,S3-679134771,S3-971050201,S2-622111620,S2-365495181,S3-508578484,S3-870625941,S3-480339508,S2-108012128,S2-697514180,S2-425334082,S2-714315001,S2-583114929,S2-975502236,S2-498170125,S2-540565178,S2-580586919,S2-409273301,S2-864537888
S1-62588912	S2-486692461,S2-1951084,S2-528432790,S3-95907934,S3-416321921,S2-947896922,S2-590280766,S2-644330720,S2-708101560,S2-25722213,S2-356599854,S2-767528488,S2-391162796,S2-469148958,S2-661988734,S2-990704521,S2-408557515,S3-886669217,S3-266797197,S3-134390009,S3-465657469,S3-64110685,S3-29259609,S3-557507496,S3-383139705,S3-640834795,S3-77712824,S3-467610234,S3-438172748,S3-16874491,S3-484696050,S2-814333521,S3-219600390,S2-92384732,S2-262925857,S2-60538603,S2-855556579,S2-754184281,S2-949174379,S2-631498537,S2-531082642,S2-532077042,S2-203206491,S2-827490060,S2-170110827,S2-189468552,S2-844141035,S2-149456467,S2-796876628,S2-50073784,S2-785205851,S2-150445731,S2-480477521,S2-304896313,S2-942161603,S2-293565086,S2-316222697,S2-874820639,S2-62096979,S2-521011868
S1-68931843	S2-694335619,S2-818219468,S2-342814807,S2-974750366,S3-932543501,S2-813179630,S2-363645478,S2-591850833,S2-643336283,S2-43266507,S2-417814323,S2-889706109,S2-814800185,S2-875547665,S2-60869404,S2-246344076,S2-387967930,S2-361843312,S2-167574210,S2-737613423,S2-363312407,S2-881793169,S2-438574200,S2-71566087,S2-979093099,S2-887123026,S2-967038518,S2-412924624,S2-32110550,S2-670313323,S2-908731457,S2-347496728,S2-881682356,S2-607823263,S2-440714634,S2-326481594,S2-290565257,S2-367282992,S2-464839378,S2-731174130,S2-885262530,S2-338667337,S2-588898157,S2-993887622,S2-738266912,S2-236315583,S2-616771203,S2-485585516,S2-675283470,S2-131651142,S2-931291627,S2-343991836,S2-403611025,S2-255791550,S2-411697167,S2-445448688,S2-896862916,S2-178856257,S2-706648023,S2-178645113
S1-537792151	S2-741250223,S2-319595732,S2-279347296,S2-738845766,S2-871245143,S2-383168464,S2-993067544,S2-2625798,S2-557688484,S2-37276343,S3-828183554,S3-363307038,S3-701054129,S3-305795313,S3-227865609,S2-116249921,S2-39209267,S2-22674902,S2-899897062,S2-118729563,S2-137259324,S3-605817048,S3-79197771,S3-987576408,S2-493068716,S2-311933551,S2-430896821,S2-455674603,S2-798305462,S3-450008748,S3-516661962,S3-565137378,S3-232155316,S3-49988680,S3-373721883,S3-687846953,S3-605826558,S3-853750563
S1-945611757	S3-509033058,S2-869379702,S2-443602790,S2-757480091,S2-353368484,S3-511956443,S3-633899794,S2-744098365,S2-598312557,S2-103781604,S2-261228864,S2-580599447,S2-418144525,S2-27451904,S2-88977929,S2-854739841,S2-975741876,S2-456514313,S2-757054231,S2-26031011,S2-865137666,S2-670162547,S2-498847231,S2-316927869,S2-374086598,S2-220248812,S2-148054463,S2-842678300,S2-498589580,S2-511809981,S2-906076632,S2-271369594,S2-459529438,S2-608315406,S2-18373037,S2-885493859,S2-701271844,S2-103592374,S2-371984174,S2-576319700,S2-216373674,S2-312470823,S2-862176636,S2-98712145,S2-115908284,S2-697823750,S2-539116104,S2-517286309,S2-19574277,S2-474554372,S2-139117757,S2-165811411,S2-375564096,S2-124773017,S2-974127737,S2-325189084,S2-782355820,S2-475822291,S2-365860658,S2-34145552
S1-119303430	S3-634998084,S3-124850829,S2-222136410,S2-649648933,S2-649103744,S2-208918525,S2-186340265,S2-465103305,S2-693696241,S2-17724126,S2-591945540,S2-949815982,S2-906594171,S2-477326893,S2-400328385,S2-995715666,S2-789823337,S2-210464629,S2-614309281,S2-174834901,S2-249276603,S2-460807541,S2-818136537,S2-25123027,S2-157324114,S2-548381369,S2-22634007,S2-885691440,S2-161574446,S2-640579473,S2-374513652,S2-159903265,S2-276600463,S2-794023455,S2-862683568,S2-606989654,S2-448571917,S2-328802544,S2-506891411,S2-250924659,S2-481847349,S2-113028239,S2-735017058,S2-818505007,S2-577536337,S2-412048846,S2-707187588,S3-389257885,S3-180537830,S3-865472414,S3-917307777,S3-862146881,S3-905580240,S3-883419752,S3-883582950,S3-75391523,S3-70440851,S3-705293778,S3-438984713,S3-231694604
S1-193498865	S2-232104790,S2-725819752,S2-202832301,S3-648964505,S2-944804286,S2-345025976,S2-955533321,S3-51353956,S3-980216457,S3-517586517,S3-916644159,S3-915514006,S3-259406329,S2-210791875,S2-44209004,S2-175042336,S2-36390503,S2-662724974,S2-783207344,S2-813354914,S2-223811318,S2-27616304,S2-152788669,S2-91969961,S2-588922526,S2-772259224,S2-801803015,S2-691145010,S2-954571253,S2-851435697,S2-369570598,S2-410652102,S2-622177531,S2-128136930,S2-110247617,S2-866326764,S2-426121095,S2-641710692,S2-737315655,S2-528124146,S2-775857815,S2-695880094,S2-586784619,S2-568557166,S2-706014502,S2-617116527,S2-99389198,S2-66017638,S2-622736534,S2-634666327,S2-783532480,S2-753907944,S2-333794572,S2-501282473,S2-95257193,S2-379444628,S2-859094191,S2-418300115,S2-546525441,S2-693790115
S1-243499578	S2-204417353,S2-136704136,S2-19953999,S2-106131253,S2-456960119,S2-762100643,S2-715442998,S2-405294229,S2-967228716,S2-941101545,S2-832683187,S2-662588848,S2-610399780,S2-500293977,S2-913946929,S2-286056733,S2-88268880,S2-266261868,S2-136061961,S2-59544108,S2-685946327,S2-980221946,S2-79686540,S2-377024628,S2-750364918,S2-491165056,S2-110435382,S2-347281970,S2-377032792,S2-256039905,S2-208786742,S2-126585080,S2-143652628,S2-721008812,S2-495797341,S2-936799692,S2-539266570,S2-899672354,S2-596857261,S2-674162333,S2-825710940,S2-473706093,S2-553687729,S2-865654553,S2-207396728,S2-672886872,S2-652004294,S2-471043331,S2-27096299,S2-639499664,S2-181982137,S2-372803058,S2-160387902,S2-754197515,S2-823581550,S2-803229866,S2-443474126,S3-316083080,S3-628663985,S3-13644754
S1-894036306	S3-281331397,S3-307108724,S2-865328212,S2-782532258,S2-372194901,S2-885655563,S2-388303443,S2-527012256,S2-670795197,S2-854221208,S2-606608228,S2-723353323,S2-221883099,S2-862685395,S2-583423469,S2-169075542,S2-743023315,S2-17667673,S2-375385939,S2-167668369,S2-835588115,S2-879344807,S2-289305292,S2-26105963,S2-517772502,S2-166823866,S2-154896876,S2-668226695,S2-54080013,S2-603164340,S2-733155416,S2-228606706,S2-172059448,S2-240971471,S2-848465933,S2-671184106,S2-122947756,S2-799190654,S2-322649863,S2-93267739,S2-844730484,S2-334442272,S2-350092950,S3-593500151,S3-630998672,S3-643531990,S3-116557348,S3-772310206,S3-351645299,S3-212565493,S3-936796478,S3-593560824,S3-840051772,S3-965737194,S3-568715258,S3-600658933,S3-501670567,S3-889096689,S3-667013641,S3-510913910
S1-345526341	S2-838961009,S2-732243674,S2-451116434,S2-532797743,S3-244609701,S2-188368209,S2-297579015,S2-237974048,S2-198581484,S2-185013334,S2-479068086,S2-132741297,S2-754866151,S2-791580552,S2-476192791,S2-297283507,S2-633442633,S2-896481229,S2-74237493,S2-705111331,S2-722172803,S2-721306836,S2-743206403,S2-145192936,S2-696019604,S2-256642085,S2-910224992,S2-476882556,S2-741879952,S2-132805742,S2-352778464,S2-441813094,S2-744736880,S2-648693678,S2-72585962,S2-427785200,S2-569707049,S2-530247686,S2-623047669,S2-843438632,S2-311176703,S2-511583393,S2-620682641,S2-270114926,S2-407041857,S2-155105281,S2-3978797,S2-46491000,S2-205746689,S2-556868318,S2-309947904,S2-750024532,S2-979925840,S2-375991876,S2-566897685,S2-68471199,S2-796022403,S2-230793486,S2-178363860,S2-475371014
S1-246688366	S2-462426687,S2-734979295,S2-950170744,S2-832761728,S2-618047227,S2-711782291,S2-84294594,S2-9410084,S2-2881302,S2-607743000,S2-184572243,S2-171825543,S2-10378272,S2-836194612,S2-590121371,S2-815620577,S2-942852308,S2-30366554,S2-333281190,S2-828729653,S2-924644317,S2-646220710,S2-601274889,S2-741786148,S2-924174670,S2-993809538,S2-990799777,S2-769810511,S2-777097274,S2-25021791,S2-19893136,S2-95889450,S2-976499881,S2-313609382,S2-716788009,S2-927355832,S2-143004935,S2-652903084,S2-930942733,S2-41798385,S2-30392880,S2-136256165,S2-38667071,S2-156583415,S2-850999042,S2-909686204,S2-491351998,S2-135736944,S2-737246936,S2-657764281,S2-93433749,S2-565974568,S2-453626293,S2-706423789,S2-811388231,S2-149894235,S2-624204007,S2-305636121,S2-941789767,S2-93302259
S1-494420506	S2-48137694,S2-126571989,S3-146171981,S2-77137709,S2-905827553,S2-388594236,S2-49027669,S2-39832293,S2-923432289,S2-753864241,S2-319107499,S2-589514213,S2-386250934,S2-158317453,S2-475278937,S2-381962060,S2-444259301,S2-738266912,S2-834419088,S2-495395238,S2-403512702,S2-571367188,S2-916012276,S2-345006627,S2-586014836,S2-521426436,S2-106855469,S2-116943272,S2-750109983,S2-755935635,S2-248290654,S2-40950046,S2-248975203,S2-405490704,S2-499319652,S2-957369219,S2-90127302,S2-841549093,S2-478723560,S2-458282451,S2-366520707,S2-630113163,S2-86645300,S2-676957124,S2-197150309,S2-865610118,S2-24279045,S2-905870100,S2-83951639,S2-85903173,S2-115946100,S2-966759103,S2-133701830,S2-859504505,S2-19114321,S2-960353033,S2-84320819,S3-549298,S3-909974680,S3-333411132
S1-981111877	S2-900805536,S3-81935668,S3-858489207,S3-106265056,S2-597371001,S2-804248860,S2-220537863,S2-877531568,S2-424721957,S2-754241534,S2-530227645,S2-71384028,S2-859991791,S2-708073438,S2-3343575,S2-854739841,S2-711330118,S2-856645080,S2-323484278,S2-819327020,S2-719103760,S2-883959541,S2-412253347,S2-108854653,S2-226816893,S2-603021391,S2-819073407,S2-277997997,S2-426389003,S2-869338256,S2-730609218,S2-436717573,S2-676455986,S2-274169581,S2-428212650,S2-887294020,S2-913397814,S2-407814797,S2-134725970,S2-197152307,S2-915675262,S2-237444248,S2-274596762,S2-595057742,S2-461811775,S2-500143154,S2-938180294,S2-245269585,S2-532163924,S2-230976202,S2-234785065,S2-318119012,S2-170664745,S2-872510324,S2-362384571,S2-545061244,S2-268030927,S2-10958061,S2-500759370,S2-232888938
S1-687121408	S2-688975544,S3-577972146,S3-216040185,S3-129138280,S3-903697944,S3-293352282,S2-593521583,S3-516736761,S3-27935907,S2-614715302,S3-665576289,S3-638620329,S3-628329003,S3-551310700,S2-929103679,S2-455643447,S2-826552583,S2-55766081,S2-607823263,S2-418515039,S2-16371592,S2-278186236,S2-720751175,S2-643189141,S2-968004629,S2-819409490,S2-156583415,S2-910300450,S2-699355873,S2-764473352,S2-293198789,S2-941547919,S2-305260546,S2-543576928,S2-137468128,S2-318720609,S2-399218596,S2-532344738,S2-817853593,S2-165526320,S2-499797421,S2-511341696,S2-203236357,S2-145578823,S2-511957977,S2-880470957,S2-874006051,S2-976265079,S2-120134702,S2-421700184,S2-982367393,S2-495686136,S2-974105938,S2-682516288,S2-799235737,S2-842050343,S3-947130259,S3-170336704,S3-640101832,S3-649678886
S1-616169476	S3-937330595,S2-491343764,S2-678863714,S2-757965845,S2-787014225,S2-832897783,S2-107476945,S2-642549766,S2-92682533,S2-665405944,S2-873365432,S2-200773846,S2-220427633,S2-527925015,S2-844894056,S2-173521282,S2-272368930,S2-53864835,S2-368708876,S2-891846221,S2-350057454,S2-928208086,S2-633169784,S2-391325501,S2-570546898,S2-882749433,S2-123243939,S2-514162097,S2-917903845,S2-967923679,S2-807502878,S2-925864486,S2-698266798,S2-8293003,S2-466099591,S2-734053203,S2-696343472,S2-957095170,S2-274701021,S2-476704335,S2-286184781,S2-859906917,S2-492576234,S2-524434440,S2-779997337,S2-774392345,S2-44469600,S2-506736866,S2-423588119,S2-558478932,S2-554303520,S2-788357943,S2-717777207,S2-489302759,S2-592615007,S2-170508887,S2-476496287,S2-725516114,S2-339238296,S2-955101956
S1-270538282	S2-973405019,S2-571232685,S3-222306979,S3-393769757,S3-727479527,S2-469205972,S2-31222911,S2-357515538,S2-583681386,S2-787346516,S2-318793847,S2-237387695,S2-305807694,S2-668805682,S2-925950824,S2-449452467,S2-11670369,S2-944394616,S2-868282600,S2-675481057,S2-655186167,S2-72894107,S2-456487662,S2-724998574,S2-581467168,S2-560796320,S2-221826510,S2-493189574,S2-327046626,S2-612888472,S2-43694646,S2-234430688,S2-938322126,S2-691717619,S2-548977505,S2-278055453,S2-167905118,S2-587590968,S3-977845400,S3-360915051,S3-902640883,S3-365782401,S3-697978106,S3-45472894,S3-800729527,S3-797869398,S3-350386820,S3-72737523,S3-995708641,S3-637193956,S3-875341834,S3-648191649,S3-598355267,S3-688279495,S3-900196874,S3-602890886,S3-487269967,S3-727358297,S3-704557471,S3-397246185
S1-338136835	S3-133439211,S3-89442936,S2-91100310,S2-157009014,S2-193192546,S2-457753565,S2-365697146,S2-575608925,S2-322874543,S2-691996864,S2-815620577,S2-333281190,S2-386611611,S2-186591419,S2-46759191,S2-521160099,S2-941985225,S2-6840429,S2-422335334,S2-268701228,S2-675715406,S2-10625583,S2-875783981,S2-156938247,S2-263658933,S2-781610365,S2-104034389,S2-100034338,S2-861835738,S2-24774218,S2-725748768,S2-411181492,S2-858886617,S2-402516596,S2-166178146,S2-621938573,S2-630787518,S2-601212850,S2-347055202,S2-338034131,S2-772044677,S2-331855041,S2-942412730,S2-186596354,S2-604196365,S2-942891053,S2-143348666,S2-926626030,S2-587912207,S2-265882908,S2-927722348,S2-438621743,S3-220850190,S3-300797169,S3-32557122,S3-102646557,S3-786486947,S3-208744177,S3-258008530,S3-9294734
S1-460668187	S2-211320575,S2-584706618,S3-80876294,S2-441692657,S2-786237872,S2-806948801,S3-20123684,S3-314473064,S3-95716912,S2-336076880,S2-503966344,S2-613021953,S2-229203598,S2-626468842,S2-169037041,S2-519644358,S2-533000846,S2-878257479,S2-988818211,S2-65808502,S2-711660940,S2-567062100,S2-39283104,S2-148978504,S2-885212289,S2-96368391,S2-168557846,S2-132741297,S2-321991265,S2-253085970,S2-869945482,S2-72621756,S2-386934307,S2-111323888,S2-419407012,S2-517534561,S2-453894804,S2-108590162,S2-167830215,S2-331368343,S2-955288316,S2-161614087,S2-837385439,S2-382210677,S2-526287565,S2-34563072,S2-578277425,S2-943472718,S2-414318892,S2-424060577,S2-890178948,S2-973459583,S2-836193174,S2-211300401,S2-406563194,S2-921746636,S2-968896369,S2-964463489,S2-398067086,S2-913706007
S1-249708203	S2-211841626,S2-518396562,S2-685492859,S2-9915242,S2-446843135,S2-556784972,S2-694998446,S3-604478700,S3-310709673,S3-570229370,S3-478140601,S3-782854735,S3-65223060,S3-96282598,S2-504393659,S2-737499898,S2-987123781,S2-998468748,S2-733645366,S2-786123845,S2-352669081,S2-667838369,S2-429225669,S2-794381417,S2-715442998,S2-792719469,S2-433188453,S2-643099434,S2-398059219,S2-135097802,S2-714062302,S2-394085708,S2-56558931,S2-110173481,S2-691594957,S2-813451974,S2-96163213,S2-360706152,S2-385554587,S2-350375421,S2-953627813,S2-24523123,S2-679858510,S2-971983289,S2-73057642,S2-76046057,S2-935296845,S2-274157392,S2-661856237,S2-294879981,S2-888329051,S2-710465582,S2-413616143,S2-742394166,S2-846468494,S2-225307912,S2-426617325,S2-417271507,S2-362552410,S2-852795953
S1-767245156	S2-202426419,S3-605642808,S2-494688754,S2-213723831,S2-157773971,S2-99572113,S2-194651734,S2-755626247,S2-58806430,S2-672107567,S2-552175225,S2-999668425,S2-79433983,S2-24286778,S2-257374887,S2-22855667,S2-31831293,S2-831669699,S3-501865392,S3-332039840,S3-988261331,S3-170271354,S3-39709854,S3-480550295,S3-498927268,S3-123529200,S3-267510270,S3-777030599,S3-878811423,S3-453256963,S3-666340317,S3-3839174,S3-395239869,S3-574913815,S2-253261001,S2-65777422,S2-17690219,S2-329388918,S2-676368068,S2-218575570,S2-541984172,S2-687518664,S2-99645873,S2-761226728,S2-334097309,S2-605402637,S2-48551578,S2-174261315,S2-204787611,S2-56334234,S2-110126580,S2-529863754,S2-201805072,S2-817805260,S2-723898834,S2-299330595,S3-579442014,S3-622597517,S3-144603716,S3-881004618
