source1_entity_id	matched_entity_ids
S1-596200870	
S1-938464352	
S1-199854412	S3-140601375
S1-844593010	S2-526511998
S1-934727853	S2-444428597
S1-676015158	
S1-707097741	S3-597065949
S1-889326849	
S1-588069326	
S1-433945588	
S1-139917538	
S1-712338940	
S1-425525419	
S1-106091662	
S1-8492354	S3-75814805
S1-442721196	
S1-277023914	
S1-684510809	
S1-65131103	
S1-999379891	S2-170805858
S1-427483265	
S1-186724243	
S1-988173266	
S1-807859943	
S1-512909391	
S1-902666684	
S1-404611206	S2-952804353,S3-384039453
S1-758470615	
S1-758548822	
S1-49738501	
S1-434882842	S3-792097306
S1-526319490	
S1-402096022	
S1-267007245	
S1-553983888	
S1-403775521	
S1-614467679	
S1-616714511	
S1-657940228	
S1-845212991	
S1-76320839	
S1-348958392	
S1-417112466	
S1-366829232	
S1-911053720	
S1-425896434	
S1-339613137	
S1-443040226	
S1-935915386	
S1-180939699	
S1-408438440	
S1-412549810	
S1-770160841	
S1-726940806	
S1-80009883	
S1-512411906	
S1-860960156	
S1-924193897	
S1-734380764	
S1-827105794	
S1-302441955	S2-560028226
S1-673350936	
S1-692299605	
S1-41967107	
S1-873055877	
S1-955400910	
S1-713217236	S2-949128976,S2-739955394,S3-2040776
S1-68282176	S3-798315168
S1-764427994	
S1-241134256	
S1-753174096	
S1-443628018	
S1-58973664	
S1-467414680	
S1-839373227	
S1-317920761	
S1-68646364	S3-209234386
S1-539368460	S2-394819902
S1-120227277	
S1-698858059	
S1-52164285	
S1-965871958	
S1-423904714	S2-126479550,S2-545665281,S2-654516695,S2-232814062
S1-189474768	
S1-261903423	
S1-301153635	
S1-734873668	
S1-626098444	
S1-867923718	S2-47838940
S1-954790174	
S1-967857582	S2-88177179
S1-450176378	
S1-910886720	
S1-999824464	
S1-497086411	
S1-174548460	
S1-454839737	
S1-46578288	
S1-10220952	
S1-806557047	
S1-444371752	
S1-971137406	
S1-612496388	
S1-853602862	
S1-88701317	
S1-385340047	
S1-322002930	S2-192595350
S1-531124956	
S1-734642496	
S1-580187766	
S1-438792216	
S1-433457306	
S1-836942499	
S1-750387090	
S1-159215706	
S1-104378294	
S1-583988137	
S1-753185054	
S1-739228402	
S1-137306420	
S1-167332732	
S1-880989681	
S1-362508683	
S1-177931205	S3-99573853
S1-305497330	
S1-771996792	
S1-565328764	
S1-615456009	
S1-419358600	S3-758723494
S1-951981752	
S1-656262018	
S1-809749668	
S1-373532242	
S1-108577089	
S1-810420007	
S1-186693366	
S1-801295029	
S1-471010987	
S1-25921070	S2-40507893
S1-754832161	
S1-90634792	
S1-867422055	
S1-715747122	
S1-753844213	
S1-709917078	
S1-329301922	
S1-676217070	
S1-58268876	
S1-220110560	
S1-346386868	
S1-850406170	
S1-946785587	
S1-416464198	
S1-332417278	
S1-972171155	
S1-81807341	
S1-350853628	
S1-849836372	
S1-290984795	
S1-939202840	
S1-926856704	S3-938200751
S1-42135062	
S1-775109703	
S1-643224098	
S1-176239781	
S1-954020569	
S1-284069327	
S1-788480017	
S1-759815591	
S1-123527440	
S1-185101246	
S1-610551565	
S1-692932151	
S1-289562662	
S1-471966259	
S1-7430516	
S1-509756900	
S1-782046019	
S1-610598207	
S1-225767427	
S1-519316658	
S1-13290276	
S1-220566045	
S1-148610503	
S1-947710018	
S1-905193029	S2-206277128,S2-465148636,S2-265328671,S3-729904748,S2-80973544,S2-709310277,S2-858562399
S1-699508978	
S1-726251447	S3-684438203
S1-406892360	
S1-341457520	
S1-761125735	
S1-177038165	S2-354666245,S3-125517466
S1-194770297	
S1-81325252	
S1-932366225	
S1-483305753	
S1-461603988	S3-372028841
S1-994322477	
S1-508398218	
S1-877561554	
S1-765691237	
S1-720171996	
S1-837710788	
S1-597286291	
S1-307512614	
S1-779332467	S3-440332599
S1-494205848	
S1-529546250	
S1-725858363	S3-615909319
S1-987123985	
S1-542468849	
S1-700763303	
S1-631306955	
S1-748349574	
S1-810097583	S2-400474329
S1-377011149	
S1-425170482	
S1-707568089	
S1-184271421	S2-189358173,S2-595729635,S3-799190329,S2-143521995,S2-832243008,S3-504646442,S3-403016310,S3-477861038
S1-35044298	
S1-574533132	
S1-821166361	
S1-581757850	
S1-284548793	S3-550512637
S1-938650892	
S1-201686110	
S1-775676444	
S1-787258044	
S1-850658584	
S1-626503236	
S1-870793801	
S1-250081777	
S1-78387947	
S1-297982944	
S1-560222564	
S1-555946572	
S1-910643547	
S1-520826998	
S1-654717320	
S1-410620393	
S1-281545646	
S1-362320780	
S1-446833367	
S1-412493224	
S1-531845152	
S1-327751165	S2-811327833
S1-749992185	
S1-656406054	
S1-436355543	S3-695784419
S1-284988629	S2-194149336,S2-815903205,S3-502804421,S3-52890895
S1-847859417	
S1-223133962	
S1-87828626	
S1-586616322	
S1-764225036	
S1-289047384	
S1-381333235	
S1-44950215	
S1-78651528	
S1-62942386	
S1-905634228	
S1-422827075	S2-433171759
S1-638528418	
S1-847098925	
S1-668528788	
S1-880203853	
S1-724590816	S3-836934095
S1-392266552	
S1-934076038	
S1-350423928	
S1-615084740	
S1-221063495	S2-921232106,S2-73934298,S2-909688905,S2-601958366,S3-751305321,S3-256676194
S1-406430304	
S1-417203637	S3-653138332
S1-858309949	S2-143272619,S2-897995873
S1-364531324	
S1-562255785	
S1-48417902	
S1-653692493	
S1-990701676	S2-534117155
S1-689928016	
S1-817054191	
S1-666926478	
S1-497892872	S2-681312159
S1-55841051	
S1-967271924	
S1-11125500	
S1-430035548	
S1-117214115	S3-832237662
S1-996382464	S3-75206351,S2-946064926
S1-58639516	
S1-26916220	
S1-388810290	
S1-945246720	
S1-719934800	
S1-127991311	
S1-581137571	S2-856206776
S1-659243251	
S1-858544260	
S1-604308650	
S1-991229543	
S1-77619421	
S1-88954453	
S1-265018858	
S1-943135631	
S1-334676834	
S1-70177558	
S1-226788969	
S1-279255834	
S1-808186834	
S1-931696400	
S1-950375225	
S1-40901336	
S1-569817965	S2-428480696
S1-733200002	
S1-142929841	
S1-944995868	
S1-319831622	S2-405471719
S1-353465912	
S1-244299315	
S1-510568515	
S1-92408745	
S1-36084570	
S1-498496848	
S1-2623430	
S1-71542315	
S1-318636799	
S1-868055138	
S1-868698648	
S1-134386557	
S1-359612176	S2-808794030
S1-190918400	
S1-506579332	
S1-127335862	
S1-984467990	
S1-891153495	
S1-717870250	
S1-656727643	
S1-294324091	
S1-419540795	S3-849119630
S1-180805991	
S1-680232668	
S1-47535585	
S1-520812459	
S1-822124727	
S1-994459646	
S1-579525502	
S1-515640399	S2-934754957
S1-602105397	
S1-637385450	
S1-875226001	S3-762597698
S1-117146083	
S1-885293060	
S1-669470345	S3-819426416
S1-101742037	
S1-62811367	
S1-698279515	
S1-959480608	
S1-996125906	
S1-22215563	
S1-657732605	
S1-951585539	
S1-346794442	
S1-502138935	
S1-628186822	
S1-814678996	
S1-769294883	
S1-501133010	
S1-488423549	
S1-450524773	
S1-139731192	
S1-569215993	
S1-252803538	
S1-612295089	
S1-568726201	
S1-195721306	
S1-403136425	
S1-384893661	
S1-817562005	S3-273722682,S3-998571127
S1-502440221	
S1-329707139	
S1-979387861	
S1-907881483	
S1-532415292	
S1-880454014	
S1-104082816	
S1-964646912	
S1-283409829	
S1-221868442	
S1-493330814	
S1-395335626	
S1-913772252	
S1-822931555	
S1-917586613	
S1-391494300	
S1-584035758	
S1-211568234	S3-870771146
S1-95230441	
S1-378802994	
S1-170808228	
S1-369383491	
S1-306185957	
S1-52529762	
S1-992558780	
S1-262897966	
S1-141639798	
S1-696845922	
S1-11076880	
S1-42111922	
S1-980317200	
S1-743506758	
S1-681264193	
S1-85843087	
S1-965325842	
S1-402907975	S2-204402274
S1-837661554	S2-562702204
S1-185664269	
S1-768621324	
S1-384160749	
S1-725755826	
S1-7782289	
S1-780043935	
S1-801546444	S3-118004585
S1-591411045	
S1-673677998	
S1-124793893	
S1-911583456	
S1-102537258	
S1-597524858	
S1-95601583	
S1-595333568	
S1-745713514	S2-267389970
S1-308173799	
S1-40022146	S3-777197334
S1-147507756	
S1-353154055	
S1-885191665	S2-401308573,S3-449062043,S3-860183072
S1-127866142	
S1-992122615	
S1-176043816	
S1-888107435	
S1-330173886	
S1-470933216	S3-380340854
S1-745109732	
S1-976646232	
S1-335218876	
S1-694384074	
S1-898011648	
S1-266114619	
S1-895521259	
S1-802103223	
S1-987114450	
S1-247775841	
S1-971944788	
S1-711494080	
S1-718903673	
S1-78873248	
S1-353309537	
S1-292494005	
S1-539298104	
S1-334280672	
S1-763314716	
S1-365688574	
S1-196828526	
S1-83227316	
S1-706841033	
S1-31826084	
S1-261844469	
S1-135526786	
S1-268457679	
S1-399621748	
S1-738705718	
S1-475515344	S3-818131463
S1-366167132	
S1-39120123	
S1-273717535	
S1-757728329	
S1-670395446	
S1-920020826	
S1-291708016	
S1-273838889	
S1-945111578	S3-32494780
S1-735029293	
S1-970252912	S3-114746098
S1-965740374	
S1-256994552	
S1-100748713	
S1-546377203	
S1-126794280	
S1-160128569	
S1-757243031	
S1-595216663	
S1-533053525	
S1-379503195	
S1-852500062	
S1-530927092	
S1-953297316	
S1-711901953	
S1-536029363	
S1-50045612	
S1-986754498	S3-643968624
S1-809265623	S2-13012162
S1-164025781	
S1-793519416	
S1-730857329	
S1-419469090	
S1-832579239	
S1-631109173	
S1-510944749	S3-876961818
S1-381769423	
S1-954508147	
S1-877189767	
S1-475988955	S3-360162153
S1-458992824	
S1-753741816	
S1-4295053	
S1-629281168	S2-862596982,S3-326540230
S1-619067881	S3-142306645
S1-820111817	S2-438770160
S1-426712588	
S1-455524807	
S1-852502931	
S1-312358293	
S1-896271998	
S1-268077715	
S1-727727722	
S1-162514820	S2-704068357,S2-156290402,S3-402419013
S1-19759428	S2-194149336,S2-815903205,S2-409931053,S3-502804421,S3-499215781
S1-837840744	
S1-318997893	
S1-968627826	
S1-741822678	
S1-979603152	
S1-906821293	
S1-679757954	
S1-593075636	
S1-788061079	
S1-564012961	
S1-299341904	
S1-64952555	
S1-409407309	
S1-848763663	
S1-461785409	
S1-297522057	
S1-456442153	
S1-197326636	
S1-272368015	
S1-81106808	
S1-693030911	
S1-817107101	
S1-532609134	
S1-282379223	
S1-684956730	
S1-369391119	
S1-227786918	
S1-344954146	
S1-657292627	
S1-707536679	
S1-84988528	
S1-619497818	
S1-48285425	
S1-995751039	
S1-271868175	
S1-612466763	
S1-466801414	
S1-437814503	
S1-673551943	
S1-830420311	
S1-446833619	
S1-98802813	
S1-259434186	
S1-786775038	
S1-489856474	
S1-184041151	
S1-287015905	
S1-50376754	
S1-749748274	
S1-820706053	
S1-698738497	
S1-92533798	
S1-272034336	S3-499109304
S1-545995265	
S1-975795445	
S1-434738146	
S1-912456652	
S1-859631038	
S1-948621756	
S1-695403488	
S1-929914767	
S1-801010663	
S1-877406736	
S1-868739554	
S1-602642918	
S1-356450771	
S1-467422666	
S1-734745535	
S1-43435801	
S1-149021099	
S1-596477650	
S1-155908078	
S1-363505035	
S1-468720229	
S1-174632320	
S1-607670860	S2-173661941,S3-395302658,S2-905163961
S1-836102962	
S1-365630546	S2-647103176
S1-327871809	
S1-44319939	
S1-693370312	
S1-57187590	
S1-961613226	
S1-901844028	
S1-705429310	
S1-182832852	
S1-799701078	
S1-18751854	S2-69951463
S1-770640147	
S1-511932096	
S1-384766189	
S1-173730925	
S1-824004100	S3-738596529
S1-884674525	
S1-615937302	
S1-144765439	
S1-414955143	
S1-595263328	
S1-396027030	
S1-106982736	
S1-719068232	
S1-671541317	
S1-690490698	S3-384528601
S1-723837308	
S1-342313670	
S1-874522492	
S1-392635093	
S1-786227488	
S1-289673988	
S1-676677015	
S1-478662622	
S1-884851637	
S1-291349588	S3-807029192
S1-496563985	
S1-881022706	
S1-977250188	S3-555962134
S1-860711873	
S1-216050436	
S1-1645220	
S1-560076862	
S1-279888900	
S1-76790886	
S1-760104936	
S1-558792334	
S1-469427472	
S1-183095501	
S1-58787966	
S1-538751659	
S1-663414287	
S1-323084419	
S1-462927020	
S1-884749090	
S1-727692874	
S1-118493352	
S1-430009845	
S1-776164868	
S1-281536425	
S1-220458488	
S1-662919819	
S1-162269948	
S1-745389578	
S1-300599405	
S1-285441175	
S1-873915963	
S1-823318523	
S1-902481251	
S1-241668948	
S1-62179715	
S1-4459800	
S1-209798387	
S1-786233153	
S1-353214937	
S1-190583689	
S1-880404053	
S1-324273675	
S1-390861726	
S1-724792096	
S1-863523772	
S1-120152971	S3-498316158
S1-210826864	
S1-323896301	
S1-852825279	
S1-105128896	
S1-44684865	
S1-148723276	
S1-139972078	S3-154118929
S1-128347068	
S1-698583158	
S1-393186743	
S1-255116357	
S1-308453096	
S1-499878523	S2-564283911,S2-53569194
S1-209883841	
S1-215200047	
S1-811186466	
S1-353688508	
S1-660161652	
S1-649878853	
S1-230341152	
S1-415476715	
S1-733922491	S2-68445640
S1-951193866	
S1-288590740	
S1-107971869	
S1-960790070	
S1-565196171	
S1-920452958	
S1-765791175	
S1-100358183	
S1-955283914	
S1-938956794	
S1-231381991	
S1-369298201	
S1-444603576	
S1-945183528	
S1-670903810	
S1-619649258	
S1-358839318	
S1-949240041	
S1-523699858	
S1-689453479	
S1-24117748	
S1-124771287	
S1-541283942	
S1-952358792	
S1-259980304	
S1-569690418	
S1-335958985	
S1-547549111	
S1-694376443	
S1-73730609	
S1-376506370	
S1-52051684	
S1-379933715	S2-560352949,S2-931362441,S3-498556569,S3-67873296,S3-21787461,S3-140853294,S3-579402579,S3-817961678,S3-660931621
S1-22113536	
S1-391902571	
S1-559429744	
S1-888059910	
S1-986573646	
S1-263165638	
S1-446706942	
S1-982191254	
S1-806282453	
S1-287613578	
S1-81291420	
S1-333512143	
S1-671138015	
S1-797518572	
S1-658759691	
S1-442681354	
S1-405426492	
S1-116161572	
S1-863731732	
S1-99900809	
S1-706390228	
S1-484368899	
S1-543974964	
S1-909161504	S3-719403945
S1-809891850	
S1-963574046	
S1-46762553	
S1-948326949	
S1-425419983	
S1-929769234	
S1-812466893	
S1-477913332	
S1-557979809	
S1-148673206	S2-241723171
S1-350776069	
S1-66332984	
S1-213423247	
S1-7285931	
S1-742435775	
S1-289374105	
S1-5510231	
S1-209654094	
S1-979223461	
S1-828534217	
S1-41309965	
S1-963625742	
S1-895534461	
S1-338204669	
S1-997743936	
S1-537265457	
S1-870915205	
S1-628304793	
S1-607705154	
S1-594355003	
S1-896902233	
S1-416146679	
S1-953943748	
S1-213582189	
S1-522152431	S2-294043839
S1-676555461	
S1-915783855	
S1-241698606	
S1-174611881	
S1-577097996	
S1-403755116	
S1-402151589	
S1-511749779	
S1-564828145	
S1-4765670	
S1-186739689	
S1-469238825	
S1-267472782	
S1-516635293	
S1-388795044	
S1-577449029	
S1-721765981	
S1-177746569	
S1-656699921	
S1-303184161	
S1-340982244	S3-590730921
S1-943749288	
S1-708484103	
S1-751627671	
S1-608086510	
S1-211442569	
S1-752804692	
S1-372452474	
S1-873806240	
S1-616600297	
S1-360407464	
S1-549726506	
S1-347592455	
S1-424252434	
S1-35554358	
S1-222553355	
S1-102084059	
S1-394013051	
S1-971816424	
S1-562836160	
S1-648646948	S2-156290402,S2-834927012,S2-494373731
S1-982546871	
S1-288989110	
S1-55622499	
S1-578623615	
S1-726757259	
S1-722762914	
S1-271138382	
S1-767021461	
S1-747038185	
S1-722205748	
S1-870953001	
S1-564657662	
S1-835994495	S2-417760763
S1-365554809	S3-277839644
S1-595977077	
S1-562982343	
S1-698227782	
S1-169193590	
S1-116937583	
S1-871289090	
S1-64048224	
S1-170303083	
S1-368713354	
S1-419726189	
S1-84125073	
S1-61127391	
S1-292223040	S2-416554273
S1-254309357	
S1-51192491	
S1-537689817	
S1-167166072	
S1-807693754	
S1-546508663	
S1-247896450	
S1-110181293	
S1-648791443	
S1-588160423	
S1-10218681	
S1-733064738	
S1-146658875	
S1-167367401	
S1-738880740	
S1-421985500	
S1-146197135	
S1-76262149	
S1-915119096	
S1-212970626	
S1-932959972	
S1-127291477	
S1-753336295	
S1-383678349	
S1-562879155	
S1-898957689	
S1-21994554	
S1-478695558	
S1-888514989	
S1-570540391	
S1-771871616	
S1-596359429	
S1-97282662	
S1-526036877	
S1-437041987	
S1-957818665	
S1-703964471	
S1-271435758	
S1-376079968	
S1-735246760	S3-588622807,S2-139207774,S2-366419570,S2-116708142,S2-456705658,S3-699286251
S1-590300990	
S1-9001407	
S1-601029361	S2-66158792,S2-953653280
S1-293555166	
S1-826287939	
S1-144804419	S2-323868610
S1-881509294	
S1-434944079	
S1-280798432	
S1-568538950	S3-450407130,S2-412532448
S1-248227433	
S1-340595057	
S1-138385269	
S1-871805541	
S1-807257564	
S1-90825863	
S1-576526715	
S1-549648502	S3-630381327,S3-945159173
S1-391683964	
S1-419060166	
S1-702262678	
S1-430914256	
S1-357122869	
S1-975600459	
S1-805670950	
S1-917803790	
S1-830997314	
S1-838011390	
S1-487528757	
S1-479803841	
S1-775307948	
S1-559781905	
S1-383128109	
S1-721424228	
S1-687276183	
S1-58332088	
S1-870432605	
S1-178435526	
S1-494723326	
S1-59096114	
S1-623028138	S2-777544980
S1-2993263	
S1-114161823	
S1-414579504	
S1-729216312	
S1-644240573	
S1-913369361	S2-560379940
S1-542759938	
S1-720127725	
S1-906667439	
S1-392285805	
S1-606574225	
S1-158245212	
S1-476194080	
S1-142974862	
S1-321482928	
S1-294635362	S3-425276505
S1-399452591	
S1-561245206	
S1-733037020	
S1-730163938	
S1-928795517	
S1-508805208	
S1-749410211	S3-371134701
S1-645294827	
S1-405271819	
S1-505985192	S3-401951019,S3-95268541
S1-454378307	
S1-194660235	S3-260806818
S1-869501432	
S1-339997306	
S1-374307534	
S1-422122732	
S1-465069956	
S1-124498484	S2-579886752,S3-465383329,S3-137916125
S1-884189573	
S1-295113828	
S1-650868833	
S1-820712301	
S1-67708940	
S1-632147581	
S1-923750844	
S1-407901548	
S1-604617459	S2-535677420
S1-308067226	
S1-540508767	
S1-361231468	
S1-988269523	
S1-49781830	
S1-267042859	
S1-168551519	
S1-622954220	
S1-861283497	
S1-354929306	
S1-274641214	
S1-959821100	
S1-749440575	
S1-583166444	
S1-321861477	
S1-633963402	
S1-111909755	
S1-576254011	
S1-285192862	
S1-306419439	S3-438684333
S1-928887713	
S1-173354238	
S1-430930674	
S1-444481751	
S1-791578890	
S1-356347147	
S1-685954718	
S1-206582263	S2-941745897
S1-950380688	S3-590958992
S1-797990365	
S1-161566252	
S1-645794679	
S1-451528533	
S1-894082731	
S1-633342837	
S1-15794756	S3-432392249,S2-652368975
S1-12126299	
S1-913351084	
S1-319281018	
S1-740967178	
S1-402975352	
S1-88898285	
S1-136040475	
S1-733140898	
S1-466866827	
S1-509349470	
S1-474916196	
S1-972687654	
S1-741999880	
S1-124800388	
S1-652021710	S3-498556569,S3-713269536,S3-140853294
S1-254405358	
S1-399591107	
S1-898471396	
S1-128010469	
S1-441255616	
S1-102289591	
S1-216323867	
S1-874169772	
S1-848325117	
S1-541932354	
S1-61532253	
S1-996865520	
S1-193864972	
S1-450686053	
S1-281945258	
S1-167302015	
S1-530574043	
S1-309361127	
S1-179894230	
S1-527426143	S2-215262045,S3-884228780,S2-366419570,S3-742442704
S1-876886797	
S1-200169154	
S1-920593169	
S1-483651529	
S1-830875836	
S1-211318181	
S1-285828211	
S1-962792779	
S1-108131487	
S1-286993746	
S1-254977945	
S1-753573087	S2-179882717
S1-375609055	
S1-838157673	
S1-566913891	
S1-59804768	S3-779535410
S1-456890287	
S1-42828814	
S1-575822012	
S1-684152534	
S1-841302337	S3-878965024
S1-918324814	
S1-432362058	
S1-500280148	
S1-575982113	
S1-588304954	
S1-990331967	
S1-367770674	
S1-370180426	
S1-235847287	
S1-569905279	
S1-91036909	
S1-940639147	S3-737686885
S1-240314292	
S1-559363824	
S1-93800065	
S1-131623561	
S1-361181566	
S1-674880009	
S1-120137320	
S1-175450737	S3-225125226
S1-645357636	
S1-926469109	
S1-446917050	
S1-915235852	
S1-154313978	
S1-981468577	
S1-415868605	
S1-325466854	
S1-976492942	
S1-454087655	
S1-421882623	
S1-851870586	S3-849217023
S1-463247831	
S1-183772594	
S1-874237695	S3-992258452
S1-540113397	
S1-514831861	
S1-833009990	
S1-942321639	S2-766686616
S1-813071307	
S1-670262521	
S1-161241652	
S1-661179772	
S1-102035208	
S1-299545956	
S1-539045008	
S1-102419283	
S1-449881434	S2-557505793
S1-150720900	
S1-232859834	
S1-472331639	
S1-914223330	
S1-405084953	
S1-51015974	
S1-674947095	
S1-855694620	
S1-570605104	
S1-288533777	
S1-749847716	
S1-917514171	
S1-488654598	S3-137142035,S2-969100166
S1-975745710	
S1-265661110	
S1-654653045	
S1-358499304	
S1-980618737	
S1-732553745	
S1-664902633	
S1-72414514	
S1-980424801	
S1-966320215	
S1-905634698	
S1-329420587	
S1-190153348	S3-966225501,S3-220729278,S3-499215781
S1-467738515	
S1-857014351	
S1-781256977	
S1-279378401	
S1-564025891	
S1-986369873	S3-932102015,S3-847801190,S2-512168637,S2-985762038
S1-951209167	
S1-292460392	
S1-383183045	
S1-65486058	
S1-267668017	
S1-418363329	
S1-665497855	
S1-40706067	
S1-436301847	S3-970572503
S1-221764056	
S1-841566889	
S1-740292635	
S1-784492581	
S1-108966119	
S1-349017496	
S1-878169566	S2-340071203
S1-173839125	
S1-25762315	
S1-144435195	
S1-127934287	
S1-881095084	
S1-429138080	
S1-621370328	
S1-850142363	
S1-435878669	S2-508543367,S3-884800741,S3-799190329,S3-91281481,S3-477861038
S1-485482600	
S1-217041924	
S1-207789624	
S1-416913534	
S1-989269574	
S1-619432428	
S1-905951377	
S1-279416806	
S1-320461732	S2-491794654,S3-252729230
S1-496656796	
S1-495336690	
S1-927572817	
S1-882072126	S2-375113857
S1-420087005	
S1-930554017	
S1-687289176	
S1-672992638	
S1-254111570	
S1-223591579	
S1-154909723	
S1-666218923	
S1-47788667	
S1-362019630	
S1-66760829	
S1-397769688	
S1-385802229	S2-169557426
S1-300050341	
S1-481322145	
S1-629669580	
S1-689396824	
S1-456714738	
S1-393377281	S3-257067412
S1-114890088	
S1-188723447	
S1-310420654	
S1-765346389	
S1-830910588	
S1-144801893	
S1-893193379	
S1-873539925	
S1-964669398	
S1-404035268	
S1-134436492	
S1-827235592	
S1-64587617	
S1-704529102	
S1-420412037	
S1-381334314	
S1-582642471	S3-778410512
S1-874419107	
S1-47180043	
S1-482297279	
S1-453775417	
S1-897262209	
S1-842873619	
S1-489782545	
S1-785922882	
S1-197680489	
S1-198085182	
S1-360216218	
S1-855588525	
S1-658478767	S3-519803164,S3-686103659
S1-438203065	
S1-614290349	S3-30952905
S1-143664116	
S1-413205566	
S1-912507336	
S1-628815658	
S1-84847457	
S1-63390858	
S1-961454879	
S1-793041056	
S1-584269579	
S1-426776398	
S1-348232686	
S1-529822265	
S1-648506927	
S1-351578348	
S1-109395969	
S1-479379263	
S1-523149318	
S1-531514708	
S1-6199719	
S1-79744759	
S1-163130291	S2-787011256
S1-858040209	
S1-881417727	
S1-697819143	
S1-479843122	
S1-246437135	S3-712949161
S1-470543965	
S1-49601916	
S1-137643652	
S1-132287362	
S1-210123502	
S1-113875107	S2-907242589
S1-567373368	S2-34574626
S1-465612435	
S1-406282033	
S1-609363385	
S1-665168951	
S1-155846779	
S1-811067274	
S1-350538204	
S1-457094378	
S1-544411427	
S1-288723639	
S1-425947972	
S1-795199224	
S1-648394237	
S1-910888955	
S1-519326694	
S1-616805742	
S1-159693116	
S1-447065134	S3-903676066,S2-307823259,S3-751305321,S2-909688905,S3-256676194
S1-290885501	S2-349887673
S1-629491166	
S1-406172448	
S1-659054532	
S1-444571438	
S1-14049900	
S1-805267778	
S1-821293258	S3-37247228
S1-181466651	
S1-986685498	
S1-66981622	
S1-834421935	
S1-164642734	
S1-183157739	
S1-106820847	
S1-310086160	
S1-524248251	S3-467929305
S1-281327248	
S1-678787074	
S1-854081158	
S1-585753480	
S1-240217780	
S1-640070815	
S1-411309628	
S1-990748202	
S1-366498770	
S1-880430690	
S1-744243477	
S1-539332243	
S1-407198544	
S1-398444135	S3-188036120,S2-928984224,S3-670605282,S3-2040776
S1-220984154	
S1-744774225	
S1-805882479	
S1-364815935	
S1-684036855	S2-159505129
S1-256314076	
S1-20759602	
S1-892257420	S3-560086431
S1-373709184	S3-358950168,S2-758718556
S1-560905739	
S1-298337739	
S1-200981201	
S1-54696724	
S1-459442685	
S1-608517149	
S1-123159461	
S1-354222478	S2-760265474
S1-778454869	
S1-351058163	
S1-109958301	
S1-787521544	
S1-105465826	
S1-321880861	
S1-18565283	
S1-142707197	
S1-541881525	
S1-394756844	
S1-40270308	
S1-994498854	
S1-594662974	
S1-764119105	
S1-77635099	
S1-122868558	
S1-559401913	
S1-118028161	
S1-744249343	
S1-145769158	
S1-444545322	
S1-870524664	
S1-552869646	
S1-884829870	
S1-957145497	
S1-25886609	S3-765943412
S1-67971888	
S1-745316501	S2-305888085,S3-143514435
S1-724689707	S2-103555818
S1-417713271	
S1-240005315	
S1-350477756	
S1-284116005	
S1-202188383	
S1-812375020	
S1-262447069	
S1-552864513	
S1-333501419	
S1-732034962	
S1-995530921	
S1-424494459	
S1-190508952	
S1-892543214	
S1-978260627	
S1-133393336	
S1-60091376	
S1-763843039	
S1-837199326	
S1-621707950	
S1-487388991	S2-682583526
S1-624836385	
S1-147802875	
S1-263105561	
S1-316593758	
S1-443028537	
S1-365346533	
S1-959821740	
S1-262809096	
S1-636096746	S2-882973263
S1-733265978	
S1-109113180	
S1-179958680	
S1-700168892	
S1-737790443	
S1-565611634	S2-967981955
S1-590592789	
S1-348865931	
S1-426680020	
S1-407916327	
S1-388723312	
S1-691747376	
S1-352348942	
S1-896153040	
S1-196654058	
S1-274211162	
S1-912686765	S2-761540270
S1-148705001	
S1-742296578	
S1-406445555	
S1-937707638	
S1-285284664	
S1-164669752	
S1-621387487	S2-634648725,S3-684438203,S3-225546131,S3-288839175,S3-612617787,S3-419244102,S2-254661767
S1-645415822	
S1-102960265	
S1-122508764	S2-684692985
S1-805916575	
S1-39098202	S2-250328839
S1-574958084	
S1-467732227	
S1-411662807	
S1-530667542	
S1-851030341	
S1-781673462	
S1-589200814	
S1-571350924	
S1-575256273	
S1-11595066	
S1-976364137	
S1-70998813	
S1-11963886	
S1-748132940	
S1-527616236	
S1-212236061	
S1-894229359	
S1-535328886	
S1-798610240	
S1-312119514	
S1-481697383	
S1-457239899	
S1-297494286	
S1-529635569	
S1-616087809	
S1-670898375	
S1-23514591	
S1-328129213	
S1-233541119	
S1-317388150	
S1-984447699	
S1-795722128	
S1-115293707	
S1-81077782	
S1-786541760	
S1-946052754	
S1-231860395	
S1-764748779	
S1-377606677	S3-407808139
S1-692109370	
S1-58430445	
S1-418715715	
S1-173624185	
S1-480263521	
S1-391434604	
S1-903745949	
S1-317864396	S3-759697820
S1-911132644	
S1-921399356	
S1-954466080	
S1-221414145	
S1-918510594	
S1-751274959	
S1-616801386	S3-344525333
S1-211971052	
S1-94060004	S3-520990917
S1-908879222	
S1-14390693	
S1-998011020	
S1-345877112	
S1-434667626	
S1-953644537	
S1-165541271	
S1-474112131	
S1-749545707	
S1-621747554	S2-390268394,S2-228160025,S3-23646643
S1-869382150	
S1-449219035	
S1-744999359	S2-203106223
S1-948105819	
S1-386032360	
S1-865181035	
S1-662737939	
S1-361202639	
S1-286612649	S2-774602742
S1-260797171	
S1-528960331	
S1-891110686	
S1-828519617	
S1-476177677	S2-411078503
S1-616227319	
S1-74716004	
S1-892688716	
S1-139410588	
S1-208605181	
S1-720776123	
S1-900558870	
S1-472609557	S3-810120756
S1-683137128	S3-966843841
S1-856925004	
S1-464815770	
S1-147900772	
S1-500254556	
S1-946846241	
S1-753637707	S2-8196415
